USD,2019-09-17,1.6122
USD,2019-09-16,1.6054
USD,2019-09-13,1.6126
USD,2019-09-12,1.5943
USD,2019-09-11,1.6021
USD,2019-09-10,1.6103
USD,2019-09-09,1.6066
USD,2019-09-06,1.6135
USD,2019-09-05,1.621
USD,2019-09-04,1.6225
USD,2019-09-03,1.6247
USD,2019-09-02,1.6338
USD,2019-08-30,1.6398
USD,2019-08-29,1.6402
USD,2019-08-28,1.6431
USD,2019-08-27,1.6412
USD,2019-08-26,1.643
USD,2019-08-23,1.6396
USD,2019-08-22,1.638
USD,2019-08-21,1.6337
USD,2019-08-20,1.6347
USD,2019-08-19,1.6376
USD,2019-08-16,1.632
USD,2019-08-15,1.6442
USD,2019-08-14,1.6579
USD,2019-08-13,1.6589
USD,2019-08-12,1.6589
USD,2019-08-09,1.6452
USD,2019-08-08,1.6483
USD,2019-08-07,1.6628
USD,2019-08-06,1.6467
USD,2019-08-05,1.652
USD,2019-08-02,1.6365
USD,2019-08-01,1.6135
USD,2019-07-31,1.6175
USD,2019-07-30,1.6189
USD,2019-07-29,1.611
USD,2019-07-26,1.6082
USD,2019-07-25,1.5943
USD,2019-07-24,1.596
USD,2019-07-23,1.5898
USD,2019-07-22,1.5912
USD,2019-07-19,1.5913
USD,2019-07-18,1.5944
USD,2019-07-17,1.6009
USD,2019-07-16,1.5955
USD,2019-07-15,1.6023
USD,2019-07-12,1.6102
USD,2019-07-11,1.6154
USD,2019-07-10,1.621
USD,2019-07-09,1.6164
USD,2019-07-08,1.6058
USD,2019-07-05,1.6057
USD,2019-07-04,1.6076
USD,2019-07-03,1.6093
USD,2019-07-02,1.6155
USD,2019-07-01,1.6226
USD,2019-06-28,1.6244
USD,2019-06-27,1.6251
USD,2019-06-26,1.6277
USD,2019-06-25,1.6341
USD,2019-06-24,1.6385
USD,2019-06-21,1.6386
USD,2019-06-20,1.6323
USD,2019-06-19,1.6303
USD,2019-06-18,1.6349
USD,2019-06-17,1.6355
USD,2019-06-14,1.6324
USD,2019-06-13,1.6336
USD,2019-06-12,1.6292
USD,2019-06-11,1.6273
USD,2019-06-10,1.6235
USD,2019-06-07,1.6173
USD,2019-06-06,1.6132
USD,2019-06-05,1.6114
USD,2019-06-04,1.6116
USD,2019-06-03,1.6077
USD,2019-05-31,1.6136
USD,2019-05-30,1.6098
USD,2019-05-29,1.6116
USD,2019-05-28,1.6162
USD,2019-05-27,1.6168
USD,2019-05-24,1.6205
USD,2019-05-23,1.6199
USD,2019-05-22,1.6221
USD,2019-05-21,1.6223
USD,2019-05-20,1.6141
USD,2019-05-17,1.6239
USD,2019-05-16,1.6213
USD,2019-05-15,1.6166
USD,2019-05-14,1.6162
USD,2019-05-13,1.6142
USD,2019-05-10,1.6059
USD,2019-05-09,1.6046
USD,2019-05-08,1.5987
USD,2019-05-07,1.5944
USD,2019-05-06,1.6021
USD,2019-05-03,1.5943
USD,2019-05-02,1.597
USD,2019-04-30,1.5911
USD,2019-04-29,1.5825
USD,2019-04-26,1.5824
USD,2019-04-25,1.5906
USD,2019-04-24,1.5922
USD,2019-04-23,1.5814
USD,2019-04-18,1.5719
USD,2019-04-17,1.5712
USD,2019-04-16,1.5767
USD,2019-04-15,1.5761
USD,2019-04-12,1.5771
USD,2019-04-11,1.576
USD,2019-04-10,1.5785
USD,2019-04-09,1.5781
USD,2019-04-08,1.5823
USD,2019-04-05,1.5787
USD,2019-04-04,1.5781
USD,2019-04-03,1.5794
USD,2019-04-02,1.5817
USD,2019-04-01,1.5775
USD,2019-03-29,1.5821
USD,2019-03-28,1.585
USD,2019-03-27,1.5888
USD,2019-03-26,1.5832
USD,2019-03-25,1.5931
USD,2019-03-22,1.5923
USD,2019-03-21,1.5985
USD,2019-03-20,1.5999
USD,2019-03-19,1.5986
USD,2019-03-18,1.5981
USD,2019-03-15,1.5988
USD,2019-03-14,1.603
USD,2019-03-13,1.6005
USD,2019-03-12,1.5926
USD,2019-03-11,1.5935
USD,2019-03-08,1.5964
USD,2019-03-07,1.6014
USD,2019-03-06,1.6072
USD,2019-03-05,1.6017
USD,2019-03-04,1.599
USD,2019-03-01,1.6
USD,2019-02-28,1.5988
USD,2019-02-27,1.5909
USD,2019-02-26,1.5897
USD,2019-02-25,1.5831
USD,2019-02-22,1.5923
USD,2019-02-21,1.5969
USD,2019-02-20,1.5844
USD,2019-02-19,1.5881
USD,2019-02-18,1.5825
USD,2019-02-15,1.5836
USD,2019-02-14,1.5848
USD,2019-02-13,1.59
USD,2019-02-12,1.5926
USD,2019-02-11,1.5983
USD,2019-02-08,1.6006
USD,2019-02-07,1.5954
USD,2019-02-06,1.5968
USD,2019-02-05,1.5771
USD,2019-02-04,1.5852
USD,2019-02-01,1.5789
USD,2019-01-31,1.5787
USD,2019-01-30,1.5885
USD,2019-01-29,1.5954
USD,2019-01-28,1.5913
USD,2019-01-25,1.5939
USD,2019-01-24,1.5967
USD,2019-01-23,1.5934
USD,2019-01-22,1.5923
USD,2019-01-21,1.5889
USD,2019-01-18,1.585
USD,2019-01-17,1.5895
USD,2019-01-16,1.5874
USD,2019-01-15,1.5884
USD,2019-01-14,1.5945
USD,2019-01-11,1.597
USD,2019-01-10,1.6031
USD,2019-01-09,1.5982
USD,2019-01-08,1.6042
USD,2019-01-07,1.604
USD,2019-01-04,1.6189
USD,2019-01-03,1.6287
USD,2019-01-02,1.6273
USD,2018-12-31,1.622
USD,2018-12-28,1.6215
USD,2018-12-27,1.6161
USD,2018-12-24,1.6186
USD,2018-12-21,1.6081
USD,2018-12-20,1.605
USD,2018-12-19,1.5879
USD,2018-12-18,1.581
USD,2018-12-17,1.5801
USD,2018-12-14,1.5753
USD,2018-12-13,1.5729
USD,2018-12-12,1.5732
USD,2018-12-11,1.5778
USD,2018-12-10,1.5842
USD,2018-12-07,1.5766
USD,2018-12-06,1.5745
USD,2018-12-05,1.5569
USD,2018-12-04,1.5451
USD,2018-12-03,1.5354
USD,2018-11-30,1.5565
USD,2018-11-29,1.5525
USD,2018-11-28,1.5595
USD,2018-11-27,1.5631
USD,2018-11-26,1.5664
USD,2018-11-23,1.5708
USD,2018-11-22,1.5721
USD,2018-11-21,1.5725
USD,2018-11-20,1.5712
USD,2018-11-19,1.566
USD,2018-11-16,1.5623
USD,2018-11-15,1.5564
USD,2018-11-14,1.5657
USD,2018-11-13,1.5628
USD,2018-11-12,1.5623
USD,2018-11-09,1.5663
USD,2018-11-08,1.5668
USD,2018-11-07,1.575
USD,2018-11-06,1.5789
USD,2018-11-05,1.5803
USD,2018-11-02,1.584
USD,2018-11-01,1.5857
USD,2018-10-31,1.5972
USD,2018-10-30,1.6025
USD,2018-10-29,1.6061
USD,2018-10-26,1.6142
USD,2018-10-25,1.6095
USD,2018-10-24,1.6067
USD,2018-10-23,1.6243
USD,2018-10-22,1.6185
USD,2018-10-19,1.6065
USD,2018-10-18,1.6119
USD,2018-10-17,1.619
USD,2018-10-16,1.6243
USD,2018-10-15,1.6231
USD,2018-10-12,1.6236
USD,2018-10-11,1.6314
USD,2018-10-10,1.6206
USD,2018-10-09,1.6203
USD,2018-10-08,1.6242
USD,2018-10-05,1.627
USD,2018-10-04,1.6234
USD,2018-10-03,1.6146
USD,2018-10-02,1.6081
USD,2018-10-01,1.607
USD,2018-09-28,1.6048
USD,2018-09-27,1.62
USD,2018-09-26,1.6202
USD,2018-09-25,1.6234
USD,2018-09-24,1.6187
USD,2018-09-21,1.6154
USD,2018-09-20,1.6158
USD,2018-09-19,1.6109
USD,2018-09-18,1.6244
USD,2018-09-17,1.6258
USD,2018-09-14,1.626
USD,2018-09-13,1.6167
USD,2018-09-12,1.6268
USD,2018-09-11,1.631
USD,2018-09-10,1.6257
USD,2018-09-07,1.6219
USD,2018-09-06,1.6164
USD,2018-09-05,1.6144
USD,2018-09-04,1.6091
USD,2018-09-03,1.6109
USD,2018-08-31,1.6129
USD,2018-08-30,1.6015
USD,2018-08-29,1.5989
USD,2018-08-28,1.5924
USD,2018-08-27,1.5886
USD,2018-08-24,1.5868
USD,2018-08-23,1.5888
USD,2018-08-22,1.5785
USD,2018-08-21,1.5657
USD,2018-08-20,1.5631
USD,2018-08-17,1.567
USD,2018-08-16,1.5647
USD,2018-08-15,1.5669
USD,2018-08-14,1.5696
USD,2018-08-13,1.567
USD,2018-08-10,1.5675
USD,2018-08-09,1.5626
USD,2018-08-08,1.5647
USD,2018-08-07,1.5599
USD,2018-08-06,1.5629
USD,2018-08-03,1.5689
USD,2018-08-02,1.5781
USD,2018-08-01,1.5767
USD,2018-07-31,1.5804
USD,2018-07-30,1.5795
USD,2018-07-27,1.5765
USD,2018-07-26,1.5792
USD,2018-07-25,1.5766
USD,2018-07-24,1.5797
USD,2018-07-23,1.5821
USD,2018-07-20,1.5818
USD,2018-07-19,1.5804
USD,2018-07-18,1.5794
USD,2018-07-17,1.581
USD,2018-07-16,1.5773
USD,2018-07-13,1.5764
USD,2018-07-12,1.5778
USD,2018-07-11,1.5869
USD,2018-07-10,1.5739
USD,2018-07-09,1.5755
USD,2018-07-06,1.5809
USD,2018-07-05,1.5821
USD,2018-07-04,1.5763
USD,2018-07-03,1.5761
USD,2018-07-02,1.5825
USD,2018-06-29,1.5787
USD,2018-06-28,1.5778
USD,2018-06-27,1.5725
USD,2018-06-26,1.5778
USD,2018-06-25,1.5742
USD,2018-06-22,1.5681
USD,2018-06-21,1.5664
USD,2018-06-20,1.5688
USD,2018-06-19,1.5695
USD,2018-06-18,1.561
USD,2018-06-15,1.5518
USD,2018-06-14,1.5514
USD,2018-06-13,1.5506
USD,2018-06-12,1.5506
USD,2018-06-11,1.5501
USD,2018-06-08,1.5496
USD,2018-06-07,1.5457
USD,2018-06-06,1.5365
USD,2018-06-05,1.5335
USD,2018-06-04,1.5311
USD,2018-06-01,1.5494
USD,2018-05-31,1.5414
USD,2018-05-30,1.5409
USD,2018-05-29,1.5366
USD,2018-05-28,1.541
USD,2018-05-25,1.5424
USD,2018-05-24,1.5519
USD,2018-05-23,1.5544
USD,2018-05-22,1.5543
USD,2018-05-21,1.5619
USD,2018-05-18,1.5673
USD,2018-05-17,1.5681
USD,2018-05-16,1.5741
USD,2018-05-15,1.5857
USD,2018-05-14,1.5861
USD,2018-05-11,1.5801
USD,2018-05-10,1.5865
USD,2018-05-09,1.5923
USD,2018-05-08,1.5929
USD,2018-05-07,1.5882
USD,2018-05-04,1.5915
USD,2018-05-03,1.5926
USD,2018-05-02,1.5987
USD,2018-04-30,1.6013
USD,2018-04-27,1.5975
USD,2018-04-26,1.607
USD,2018-04-25,1.6118
USD,2018-04-24,1.6038
USD,2018-04-23,1.601
USD,2018-04-20,1.5983
USD,2018-04-19,1.5892
USD,2018-04-18,1.5953
USD,2018-04-17,1.591
USD,2018-04-16,1.5928
USD,2018-04-13,1.5801
USD,2018-04-12,1.5893
USD,2018-04-11,1.598
USD,2018-04-10,1.5976
USD,2018-04-09,1.605
USD,2018-04-06,1.5934
USD,2018-04-05,1.594
USD,2018-04-04,1.5978
USD,2018-04-03,1.5994
USD,2018-03-29,1.6036
USD,2018-03-28,1.6132
USD,2018-03-27,1.607
USD,2018-03-26,1.6048
USD,2018-03-23,1.5978
USD,2018-03-22,1.5974
USD,2018-03-21,1.5994
USD,2018-03-20,1.5934
USD,2018-03-19,1.5994
USD,2018-03-16,1.586
USD,2018-03-15,1.5735
USD,2018-03-14,1.5644
USD,2018-03-13,1.5683
USD,2018-03-12,1.5641
USD,2018-03-09,1.5772
USD,2018-03-08,1.5912
USD,2018-03-07,1.5909
USD,2018-03-06,1.584
USD,2018-03-05,1.5887
USD,2018-03-02,1.5885
USD,2018-03-01,1.5746
USD,2018-02-28,1.5637
USD,2018-02-27,1.5698
USD,2018-02-26,1.571
USD,2018-02-23,1.572
USD,2018-02-22,1.5699
USD,2018-02-21,1.5684
USD,2018-02-20,1.5648
USD,2018-02-19,1.5676
USD,2018-02-16,1.5695
USD,2018-02-15,1.5757
USD,2018-02-14,1.5707
USD,2018-02-13,1.5715
USD,2018-02-12,1.5645
USD,2018-02-09,1.5721
USD,2018-02-08,1.5694
USD,2018-02-07,1.5684
USD,2018-02-06,1.5728
USD,2018-02-05,1.5664
USD,2018-02-02,1.563
USD,2018-02-01,1.5567
USD,2018-01-31,1.5357
USD,2018-01-30,1.5345
USD,2018-01-29,1.5302
USD,2018-01-26,1.538
USD,2018-01-25,1.5358
USD,2018-01-24,1.531
USD,2018-01-23,1.5365
USD,2018-01-22,1.5287
USD,2018-01-19,1.5302
USD,2018-01-18,1.5311
USD,2018-01-17,1.5314
USD,2018-01-16,1.5379
USD,2018-01-15,1.5434
USD,2018-01-12,1.5417
USD,2018-01-11,1.5281
USD,2018-01-10,1.5289
USD,2018-01-09,1.5242
USD,2018-01-08,1.5289
USD,2018-01-05,1.5361
USD,2018-01-04,1.5398
USD,2018-01-03,1.5339
USD,2018-01-02,1.5413
USD,2017-12-29,1.5346
USD,2017-12-28,1.533
USD,2017-12-27,1.5316
USD,2017-12-22,1.5358
USD,2017-12-21,1.5451
USD,2017-12-20,1.5427
USD,2017-12-19,1.5406
USD,2017-12-18,1.5392
USD,2017-12-15,1.5382
USD,2017-12-14,1.5452
USD,2017-12-13,1.5503
USD,2017-12-12,1.5541
USD,2017-12-11,1.5674
USD,2017-12-08,1.562
USD,2017-12-07,1.5682
USD,2017-12-06,1.5565
USD,2017-12-05,1.5512
USD,2017-12-04,1.5585
USD,2017-12-01,1.5693
USD,2017-11-30,1.5659
USD,2017-11-29,1.5627
USD,2017-11-28,1.5619
USD,2017-11-27,1.5656
USD,2017-11-24,1.5585
USD,2017-11-23,1.5532
USD,2017-11-22,1.5503
USD,2017-11-21,1.5466
USD,2017-11-20,1.5592
USD,2017-11-17,1.5632
USD,2017-11-16,1.5507
USD,2017-11-15,1.5582
USD,2017-11-14,1.5361
USD,2017-11-13,1.5256
USD,2017-11-10,1.5197
USD,2017-11-09,1.5144
USD,2017-11-08,1.5094
USD,2017-11-07,1.5112
USD,2017-11-06,1.512
USD,2017-11-03,1.5184
USD,2017-11-02,1.5117
USD,2017-11-01,1.5136
USD,2017-10-31,1.521
USD,2017-10-30,1.5148
USD,2017-10-27,1.5196
USD,2017-10-26,1.5248
USD,2017-10-25,1.5282
USD,2017-10-24,1.5117
USD,2017-10-23,1.5018
USD,2017-10-20,1.5055
USD,2017-10-19,1.5033
USD,2017-10-18,1.5009
USD,2017-10-17,1.4994
USD,2017-10-16,1.4996
USD,2017-10-13,1.508
USD,2017-10-12,1.5175
USD,2017-10-11,1.5186
USD,2017-10-10,1.5155
USD,2017-10-09,1.5142
USD,2017-10-06,1.506
USD,2017-10-05,1.5015
USD,2017-10-04,1.4986
USD,2017-10-03,1.5039
USD,2017-10-02,1.5036
USD,2017-09-29,1.5075
USD,2017-09-28,1.5054
USD,2017-09-27,1.4954
USD,2017-09-26,1.4944
USD,2017-09-25,1.4917
USD,2017-09-22,1.5011
USD,2017-09-21,1.5002
USD,2017-09-20,1.4891
USD,2017-09-19,1.4969
USD,2017-09-18,1.4947
USD,2017-09-15,1.4911
USD,2017-09-14,1.4877
USD,2017-09-13,1.4909
USD,2017-09-12,1.4847
USD,2017-09-11,1.4915
USD,2017-09-08,1.4881
USD,2017-09-07,1.4926
USD,2017-09-06,1.4961
USD,2017-09-05,1.4902
USD,2017-09-04,1.496
USD,2017-09-01,1.5021
USD,2017-08-31,1.5016
USD,2017-08-30,1.5016
USD,2017-08-29,1.5111
USD,2017-08-28,1.5008
USD,2017-08-25,1.4919
USD,2017-08-24,1.4951
USD,2017-08-23,1.4936
USD,2017-08-22,1.4887
USD,2017-08-21,1.4831
USD,2017-08-18,1.483
USD,2017-08-17,1.4756
USD,2017-08-16,1.4903
USD,2017-08-15,1.498
USD,2017-08-14,1.4986
USD,2017-08-11,1.4962
USD,2017-08-10,1.4888
USD,2017-08-09,1.4879
USD,2017-08-08,1.4882
USD,2017-08-07,1.4909
USD,2017-08-04,1.4888
USD,2017-08-03,1.4943
USD,2017-08-02,1.4847
USD,2017-08-01,1.4813
USD,2017-07-31,1.4713
USD,2017-07-28,1.4732
USD,2017-07-27,1.4617
USD,2017-07-26,1.4717
USD,2017-07-25,1.4693
USD,2017-07-24,1.4661
USD,2017-07-21,1.4699
USD,2017-07-20,1.451
USD,2017-07-19,1.4532
USD,2017-07-18,1.4565
USD,2017-07-17,1.4637
USD,2017-07-14,1.471
USD,2017-07-13,1.477
USD,2017-07-12,1.4966
USD,2017-07-11,1.4988
USD,2017-07-10,1.4999
USD,2017-07-07,1.5006
USD,2017-07-06,1.5008
USD,2017-07-05,1.4916
USD,2017-07-04,1.4922
USD,2017-07-03,1.4848
USD,2017-06-30,1.4851
USD,2017-06-29,1.4868
USD,2017-06-28,1.4986
USD,2017-06-27,1.4819
USD,2017-06-26,1.4771
USD,2017-06-23,1.4764
USD,2017-06-22,1.4812
USD,2017-06-21,1.4738
USD,2017-06-20,1.4674
USD,2017-06-19,1.4705
USD,2017-06-16,1.4683
USD,2017-06-15,1.4722
USD,2017-06-14,1.4778
USD,2017-06-13,1.488
USD,2017-06-12,1.4875
USD,2017-06-09,1.4837
USD,2017-06-08,1.4894
USD,2017-06-07,1.4845
USD,2017-06-06,1.504
USD,2017-06-05,1.504
USD,2017-06-02,1.5173
USD,2017-06-01,1.5182
USD,2017-05-31,1.5054
USD,2017-05-30,1.4992
USD,2017-05-29,1.5045
USD,2017-05-26,1.5038
USD,2017-05-25,1.5022
USD,2017-05-24,1.497
USD,2017-05-23,1.4939
USD,2017-05-22,1.5049
USD,2017-05-19,1.5031
USD,2017-05-18,1.4957
USD,2017-05-17,1.5014
USD,2017-05-16,1.492
USD,2017-05-15,1.4741
USD,2017-05-12,1.4731
USD,2017-05-11,1.4737
USD,2017-05-10,1.474
USD,2017-05-09,1.4809
USD,2017-05-08,1.4791
USD,2017-05-05,1.4832
USD,2017-05-04,1.4773
USD,2017-05-03,1.4615
USD,2017-05-02,1.4518
USD,2017-04-28,1.4629
USD,2017-04-27,1.4576
USD,2017-04-26,1.4559
USD,2017-04-25,1.4454
USD,2017-04-24,1.433
USD,2017-04-21,1.4219
USD,2017-04-20,1.4278
USD,2017-04-19,1.4255
USD,2017-04-18,1.4155
USD,2017-04-13,1.4027
USD,2017-04-12,1.4163
USD,2017-04-11,1.4137
USD,2017-04-10,1.412
USD,2017-04-07,1.4123
USD,2017-04-06,1.4103
USD,2017-04-05,1.4085
USD,2017-04-04,1.4109
USD,2017-04-03,1.4012
USD,2017-03-31,1.3982
USD,2017-03-30,1.3988
USD,2017-03-29,1.406
USD,2017-03-28,1.4281
USD,2017-03-27,1.4261
USD,2017-03-24,1.4182
USD,2017-03-23,1.4132
USD,2017-03-22,1.4086
USD,2017-03-21,1.3969
USD,2017-03-20,1.3922
USD,2017-03-17,1.394
USD,2017-03-16,1.3945
USD,2017-03-15,1.3992
USD,2017-03-14,1.4073
USD,2017-03-13,1.4078
USD,2017-03-10,1.4095
USD,2017-03-09,1.4044
USD,2017-03-08,1.3968
USD,2017-03-07,1.392
USD,2017-03-06,1.3937
USD,2017-03-03,1.3956
USD,2017-03-02,1.384
USD,2017-03-01,1.3752
USD,2017-02-28,1.3807
USD,2017-02-27,1.3796
USD,2017-02-24,1.3816
USD,2017-02-23,1.3691
USD,2017-02-22,1.3689
USD,2017-02-21,1.3762
USD,2017-02-20,1.3835
USD,2017-02-17,1.3892
USD,2017-02-16,1.3808
USD,2017-02-15,1.3761
USD,2017-02-14,1.3813
USD,2017-02-13,1.3867
USD,2017-02-10,1.3905
USD,2017-02-09,1.3965
USD,2017-02-08,1.396
USD,2017-02-07,1.4014
USD,2017-02-06,1.4006
USD,2017-02-03,1.4057
USD,2017-02-02,1.406
USD,2017-02-01,1.4225
USD,2017-01-31,1.4198
USD,2017-01-30,1.4109
USD,2017-01-27,1.4169
USD,2017-01-26,1.4205
USD,2017-01-25,1.4213
USD,2017-01-24,1.4198
USD,2017-01-23,1.4157
USD,2017-01-20,1.4115
USD,2017-01-19,1.4113
USD,2017-01-18,1.4128
USD,2017-01-17,1.4162
USD,2017-01-16,1.4172
USD,2017-01-13,1.4225
USD,2017-01-12,1.4205
USD,2017-01-11,1.4241
USD,2017-01-10,1.44
USD,2017-01-09,1.4357
USD,2017-01-06,1.4433
USD,2017-01-05,1.4401
USD,2017-01-04,1.4373
USD,2017-01-03,1.4387
USD,2017-01-02,1.4574
USD,2016-12-30,1.4596
USD,2016-12-29,1.4505
USD,2016-12-28,1.4492
USD,2016-12-27,1.4532
USD,2016-12-23,1.4566
USD,2016-12-22,1.447
USD,2016-12-21,1.4342
USD,2016-12-20,1.432
USD,2016-12-19,1.4351
USD,2016-12-16,1.4239
USD,2016-12-15,1.4109
USD,2016-12-14,1.4177
USD,2016-12-13,1.4155
USD,2016-12-12,1.4174
USD,2016-12-09,1.4141
USD,2016-12-08,1.4406
USD,2016-12-07,1.4408
USD,2016-12-06,1.4395
USD,2016-12-05,1.4391
USD,2016-12-02,1.4333
USD,2016-12-01,1.4378
USD,2016-11-30,1.4291
USD,2016-11-29,1.421
USD,2016-11-28,1.4194
USD,2016-11-25,1.423
USD,2016-11-24,1.4274
USD,2016-11-23,1.4294
USD,2016-11-22,1.4352
USD,2016-11-21,1.4424
USD,2016-11-18,1.4376
USD,2016-11-17,1.4359
USD,2016-11-16,1.4333
USD,2016-11-15,1.424
USD,2016-11-14,1.4276
USD,2016-11-11,1.4338
USD,2016-11-10,1.4336
USD,2016-11-09,1.4336
USD,2016-11-08,1.4332
USD,2016-11-07,1.4397
USD,2016-11-04,1.4438
USD,2016-11-03,1.4434
USD,2016-11-02,1.4479
USD,2016-11-01,1.4341
USD,2016-10-31,1.4397
USD,2016-10-28,1.4424
USD,2016-10-27,1.4339
USD,2016-10-26,1.422
USD,2016-10-25,1.4229
USD,2016-10-24,1.4282
USD,2016-10-21,1.4268
USD,2016-10-20,1.4314
USD,2016-10-19,1.4298
USD,2016-10-18,1.4332
USD,2016-10-17,1.4436
USD,2016-10-14,1.4421
USD,2016-10-13,1.4604
USD,2016-10-12,1.4553
USD,2016-10-11,1.4679
USD,2016-10-10,1.469
USD,2016-10-07,1.4696
USD,2016-10-06,1.4762
USD,2016-10-05,1.4722
USD,2016-10-04,1.4564
USD,2016-10-03,1.4638
USD,2016-09-30,1.4657
USD,2016-09-29,1.4642
USD,2016-09-28,1.4637
USD,2016-09-27,1.4661
USD,2016-09-26,1.4751
USD,2016-09-23,1.4685
USD,2016-09-22,1.4674
USD,2016-09-21,1.4665
USD,2016-09-20,1.4812
USD,2016-09-19,1.4792
USD,2016-09-16,1.4949
USD,2016-09-15,1.5037
USD,2016-09-14,1.5022
USD,2016-09-13,1.4938
USD,2016-09-12,1.493
USD,2016-09-09,1.4836
USD,2016-09-08,1.4632
USD,2016-09-07,1.4637
USD,2016-09-06,1.4625
USD,2016-09-05,1.4696
USD,2016-09-02,1.481
USD,2016-09-01,1.4801
USD,2016-08-31,1.4806
USD,2016-08-30,1.4787
USD,2016-08-29,1.479
USD,2016-08-26,1.4771
USD,2016-08-25,1.484
USD,2016-08-24,1.4782
USD,2016-08-23,1.4823
USD,2016-08-22,1.4856
USD,2016-08-19,1.4877
USD,2016-08-18,1.4766
USD,2016-08-17,1.478
USD,2016-08-16,1.4602
USD,2016-08-15,1.4577
USD,2016-08-12,1.4535
USD,2016-08-11,1.446
USD,2016-08-10,1.445
USD,2016-08-09,1.4463
USD,2016-08-08,1.452
USD,2016-08-05,1.4567
USD,2016-08-04,1.4604
USD,2016-08-03,1.475
USD,2016-08-02,1.4717
USD,2016-08-01,1.4751
USD,2016-07-29,1.4782
USD,2016-07-28,1.4735
USD,2016-07-27,1.4715
USD,2016-07-26,1.4599
USD,2016-07-25,1.4666
USD,2016-07-22,1.4717
USD,2016-07-21,1.471
USD,2016-07-20,1.4712
USD,2016-07-19,1.4727
USD,2016-07-18,1.4557
USD,2016-07-15,1.4538
USD,2016-07-14,1.4588
USD,2016-07-13,1.4517
USD,2016-07-12,1.4532
USD,2016-07-11,1.4617
USD,2016-07-08,1.4731
USD,2016-07-07,1.4737
USD,2016-07-06,1.4812
USD,2016-07-05,1.4902
USD,2016-07-04,1.4792
USD,2016-07-01,1.4884
USD,2016-06-30,1.4929
USD,2016-06-29,1.4911
USD,2016-06-28,1.4984
USD,2016-06-27,1.4857
USD,2016-06-24,1.491
USD,2016-06-23,1.506
USD,2016-06-22,1.5033
USD,2016-06-21,1.5073
USD,2016-06-20,1.5188
USD,2016-06-17,1.5234
USD,2016-06-16,1.5212
USD,2016-06-15,1.5188
USD,2016-06-14,1.5277
USD,2016-06-13,1.5228
USD,2016-06-10,1.5274
USD,2016-06-09,1.525
USD,2016-06-08,1.5228
USD,2016-06-07,1.526
USD,2016-06-06,1.5417
USD,2016-06-03,1.5397
USD,2016-06-02,1.5516
USD,2016-06-01,1.537
USD,2016-05-31,1.5366
USD,2016-05-30,1.5504
USD,2016-05-27,1.5483
USD,2016-05-26,1.5481
USD,2016-05-25,1.5475
USD,2016-05-24,1.5597
USD,2016-05-23,1.5542
USD,2016-05-20,1.5519
USD,2016-05-19,1.5563
USD,2016-05-18,1.5521
USD,2016-05-17,1.5457
USD,2016-05-16,1.5526
USD,2016-05-13,1.5579
USD,2016-05-12,1.5541
USD,2016-05-11,1.5474
USD,2016-05-10,1.5486
USD,2016-05-09,1.5544
USD,2016-05-06,1.5501
USD,2016-05-05,1.5266
USD,2016-05-04,1.5379
USD,2016-05-03,1.5303
USD,2016-05-02,1.5025
USD,2016-04-29,1.4948
